"5APNG","5N865","","20061001","0"
"5AV","5M7","","20020401","0"
"5AW","5NY","","20061001","0"
"5AW01","5NY10","","20061001","0"
"5AW02","5NY11","","20061001","0"
"5AW03","5NY23","","20061001","0"
"5AW04","5NY24","","20061001","0"
"5AW05","5NY05","","20061001","0"
"5AW07","5NY37","","20061001","0"
"5AW08","5NY04","","20061001","0"
"5AW09","5NY26","","20061001","0"
"5AW11","5NY28","","20061001","0"
"5AW12","5NY55","","20061001","0"
"5AX","TAK","","20031001","0"
"5C6","5NC","","20030401","0"
"5C6CB","5NCCB","","20030401","0"
"5C6FR","5NCFR","","20030401","0"
"5C6K6","5NCK6","","20030401","0"
"5C6K9","5NCK9","","20030401","0"
"5C6KB","5NCKB","","20030401","0"
"5C6LG","5NCLG","","20030401","0"
"5C7","5NC","","20030401","0"
"5C7","5NA","","20030401","0"
"5C7K5","5NCK5","","20030401","0"
"5C7KB","5NA03","","20030401","0"
"5C8","5NA","","20030401","0"
"5CC","TAP","","20100401","0"
"5CC02","TAP02","","20100401","0"
"5CC03","TAP03","","20100401","0"
"5CC04","TAP04","","20100401","0"
"5CC05","TAP05","","20100401","0"
"5CC06","TAP06","","20100401","0"
"5CC07","TAP07","","20100401","0"
"5CC08","TAP08","","20100401","0"
"5CC09","TAP09","","20100401","0"
"5CC10","TAP10","","20100401","0"
"5CC11","TAP11","","20100401","0"
"5CC12","TAP12","","20100401","0"
"5CC13","TAP13","","20100401","0"
"5CC14","TAP14","","20100401","0"
"5CC15","TAP15","","20100401","0"
"5CC16","TAP16","","20100401","0"
"5CC17","TAP17","","20100401","0"
"5CC18","TAP18","","20100401","0"
"5CC19","TAP19","","20100401","0"
"5CC20","TAP20","","20100401","0"
"5CC21","TAP21","","20100401","0"
"5CC22","TAP22","","20100401","0"
"5CC23","TAP23","","20100401","0"
"5CC24","TAP24","","20100401","0"
"5CC25","TAP25","","20100401","0"
"5CC27","TAP26","","20100401","0"
"5CC27","TAP27","","20100401","0"
"5CC28","TAP28","","20100401","0"
"5CC29","TAP29","","20100401","0"
